local_path,split_candidate,polarity,category,source_name,source_url,download_url,original_filename,license,license_url,ai_training_permission,commercial_permission,attribution_required,attribution_text,creator,duration_sec,sample_rate_hz,channels,file_format,downloaded_at,notes
data/external/negatives/cc0/whoosh_swing/fsd50k__267887__short-fireball-woosh.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/267887/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/267887.wav,267887.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,wjl,1.195,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__267950__whoosh.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/267950/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/267950.wav,267950.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,anagar,0.757,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__321129__arrow-hitting-target.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/321129/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/321129.wav,321129.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,dleigh,2.606,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__344403__knife-swish-1.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/344403/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/344403.wav,344403.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,jawbutch,1.293,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__344408__knife-swish-2.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/344408/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/344408.wav,344408.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,jawbutch,0.918,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__347546__swoosh-sound-1.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/347546/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/347546.wav,347546.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Masgame,1.959,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__351416__switch-swish-fs.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/351416/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/351416.wav,351416.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,tubbers,10.005,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__369008__whoosh-01-mouth-fx.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/369008/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/369008.wav,369008.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Flying_Deer_Fx,0.441,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__389458__whoosh-1.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/389458/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/389458.wav,389458.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,lzmraul,0.800,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__389590__swing-woosh.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/389590/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/389590.wav,389590.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,josepharaoh99,0.315,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__389690__small-knife-whoosh.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/389690/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/389690.wav,389690.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,meggiepie,1.323,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__390388__soft-swishes.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/390388/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/390388.wav,390388.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,deleted_user_6479820,5.653,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__390775__fx-017-sword-swing-3.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/390775/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/390775.wav,390775.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,d00121058,0.540,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__391445__ukulele-whoosh-2.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/391445/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/391445.wav,391445.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,saturdaysoundguy,3.868,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__391446__slotted-spoon-whoosh.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/391446/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/391446.wav,391446.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,saturdaysoundguy,8.235,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__394099__whip-crack-swish.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/394099/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/394099.wav,394099.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,deleted_user_6479820,1.891,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__394877__single-clean-light-sword-whoosh.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/394877/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/394877.wav,394877.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,deleted_user_6479820,6.453,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__394878__high-pitched-bamboo-swish.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/394878/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/394878.wav,394878.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,deleted_user_6479820,4.233,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__395264__sword-movement-single-3.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/395264/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/395264.wav,395264.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,deleted_user_6479820,0.682,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__395418__multiple-swish.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/395418/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/395418.wav,395418.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,deleted_user_6479820,0.576,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__402182__live-swoosh-02.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/402182/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/402182.wav,402182.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,s-cheremisinov,0.346,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__402196__simple-swoosh-16.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/402196/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/402196.wav,402196.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,s-cheremisinov,0.499,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__402209__simple-swoosh-30.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/402209/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/402209.wav,402209.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,s-cheremisinov,0.480,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__402243__simple-swoosh-12.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/402243/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/402243.wav,402243.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,s-cheremisinov,1.600,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__402657__swish-toss.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/402657/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/402657.wav,402657.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,deleted_user_6479820,0.313,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__418229__spring-loaded-release.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/418229/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/418229.wav,418229.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,KieranKeegan,1.231,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__427823__whoosh-1.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/427823/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/427823.wav,427823.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Kinoton,0.800,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__59990__swosh-03.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/59990/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/59990.wav,59990.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,0.576,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__59994__swosh-07.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/59994/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/59994.wav,59994.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,0.330,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__60001__air-cutting-14.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/60001/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/60001.wav,60001.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,0.405,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__60002__swoosh-15-windy.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/60002/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/60002.wav,60002.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,0.416,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__60005__sharp-swosh-18.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/60005/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/60005.wav,60005.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,0.320,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__60013__clean-whoosh-sound.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/60013/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/60013.wav,60013.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,0.426,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__60015__writing-z-for-zorro-in-the-air.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/60015/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/60015.wav,60015.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,1.536,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__60022__swosh-35.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/60022/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/60022.wav,60022.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,1.183,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__60024__swosh-swinging-sword-37.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/60024/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/60024.wav,60024.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,qubodup,0.557,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__72193__whips04.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/72193/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/72193.wav,72193.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,snowflakes,0.594,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/whoosh_swing/fsd50k__75544__swish-bamboo-pole-w-insect-net-12.wav,trainable,negative,whoosh_swing,FSD50K,https://freesound.org/s/75544/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/75544.wav,75544.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,ra_gun,0.442,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Whoosh_and_swoosh_and_swish; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__106726__bell-department-store-dbl-6m.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/106726/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/106726.wav,106726.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Bell Department Store Dbl+6M.aif by kantouth, Freesound id 106726, Creative Commons Attribution 3.0; included via FSD50K.",kantouth,2.535,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__111349__jinglebells.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/111349/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/111349.wav,111349.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"jinglebells.wav by NoiseCollector, Freesound id 111349, Creative Commons Attribution 3.0; included via FSD50K.",NoiseCollector,5.057,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__114188__keys1.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/114188/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/114188.wav,114188.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Keys1.wav by EdgardEdition, Freesound id 114188, Creative Commons Attribution 3.0; included via FSD50K.",EdgardEdition,2.433,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Keys_jangling; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__114430__trumpet.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/114430/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/114430.wav,114430.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Trumpet.wav by Puniho, Freesound id 114430, Creative Commons Attribution 3.0; included via FSD50K.",Puniho,1.348,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Tick; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__118187__key-jingling.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/118187/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/118187.wav,118187.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Key Jingling.wav by bmcken, Freesound id 118187, Creative Commons Attribution 3.0; included via FSD50K.",bmcken,23.637,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Keys_jangling; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__120257__heatsink-small-16-audio-audio-16.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/120257/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/120257.wav,120257.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Heatsink Small - 16 - Audio - Audio 16.wav by sjbcjb, Freesound id 120257, Creative Commons Attribution 3.0; included via FSD50K.",sjbcjb,4.000,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__131012__wind-chimes-04.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/131012/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/131012.wav,131012.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"wind chimes_04.wav by Dymewiz, Freesound id 131012, Creative Commons Attribution 3.0; included via FSD50K.",Dymewiz,5.183,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__133771__glitched-chime-hit-iv.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/133771/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/133771.wav,133771.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Glitched Chime Hit IV.wav by Puniho, Freesound id 133771, Creative Commons Attribution 3.0; included via FSD50K.",Puniho,13.278,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__158993__shell-30-06-winchester-01.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/158993/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/158993.wav,158993.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Shell_.30-06_Winchester_01.wav by CGEffex, Freesound id 158993, Creative Commons Attribution 3.0; included via FSD50K.",CGEffex,1.630,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc_by/club_bag_equipment/fsd50k__167194__zippers-jeans.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/167194/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/167194.wav,167194.wav,Creative Commons Attribution 3.0,http://creativecommons.org/licenses/by/3.0/,yes,yes,yes,"Zippers: Jeans by ultradust, Freesound id 167194, Creative Commons Attribution 3.0; included via FSD50K.",ultradust,24.635,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Zipper_(clothing); source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
